0.227004,-0.53476,0.354082,0.5267,0.229897,0.51231,0.925172,-0.808981,-0.165523,0.020254,-0.447497,0.197004,-0.362275,-0.964202,0.483418,0.871357,-0.622473,0.712783,0.360117,0.86095,0
0.92408,0.275957,0.601994,0.938251,-0.404035,0.232428,0.801034,-0.399556,-0.284742,0.620632,-0.903619,-0.813294,-0.00231,-0.341063,-0.417884,-0.533456,-0.631999,-0.459225,-0.797366,-0.30682,1
0.097283,-0.679554,-0.697083,-0.030557,0.778229,-0.156477,0.026405,-0.560341,0.58588,0.498033,-0.908966,0.29954,0.515562,0.197369,0.124402,0.907101,0.846377,-0.546852,-0.298055,0.381136,1
0.947729,0.655991,0.507354,0.989796,-0.271962,-0.245519,0.622379,-0.639649,0.51889,0.407299,-0.146441,-0.91779,0.994563,-0.61917,-0.78371,-0.371206,0.845964,-0.525733,-0.777946,-0.310114,1
-0.640318,-0.423464,0.4525,0.984573,-0.202997,0.594106,0.054488,-0.584055,-0.475666,0.936036,0.253063,0.032188,0.215694,0.002349,-0.245249,0.674767,-0.870505,0.694119,0.001428,0.422882,1
0.456034,0.348401,-0.364572,0.984403,-0.961276,-0.301587,0.249443,0.037013,-0.60875,-0.530876,0.52013,-0.810711,0.864472,0.040705,0.162284,-0.290008,-0.938974,-0.752982,-0.209225,0.464813,1
0.15224,0.823627,-0.25964,0.603379,0.621097,-0.720446,0.168884,0.455315,0.13663,0.039277,0.357249,-0.177328,-0.240723,0.586232,-0.980064,-0.602935,-0.516643,-0.96365,-0.347249,0.383363,0
0.241973,-0.920081,-0.530135,-0.422209,-0.068711,0.552329,-0.679907,0.126832,0.755262,-0.970968,-0.877245,-0.015683,0.24857,-0.212702,0.826369,0.68762,0.704581,-0.762871,0.668783,0.489874,1
-0.583102,0.49595,0.60527,0.113666,-0.862897,-0.833533,-0.828502,0.432649,0.458011,0.574341,0.761162,-0.758941,-0.54915,0.732097,-0.676528,0.937125,0.816444,0.117958,-0.17642,0.424863,0
-0.945386,-0.006955,0.459401,0.82979,-0.287367,-0.572333,0.591206,-0.272412,-0.357248,-0.532833,-0.384281,0.500762,-0.619593,0.940095,0.604379,0.16687,0.2489,0.296199,-0.574223,0.562902,1
-0.39705,-0.440983,-0.714789,0.123906,-0.257309,-0.012383,0.139657,0.659976,-0.538715,0.364299,0.284368,-0.48577,-0.066478,-0.040184,-0.442311,0.275427,0.709343,-0.825023,0.07358,0.822374,0
0.25196,0.313605,0.444062,-0.292904,-0.261771,-0.394148,0.751108,0.008423,0.053981,-0.310509,0.311812,0.034116,0.652986,-0.896826,0.128066,0.375033,-0.730561,-0.203235,-0.495209,-0.280972,0
-0.499924,-0.633063,0.812424,0.755695,-0.173058,0.591957,0.546396,-0.436943,0.018591,0.51643,-0.951835,0.036565,-0.720816,-0.340934,0.090262,-0.100725,0.259049,0.051305,0.678178,0.623117,1
0.09696,0.761882,0.884849,0.194647,0.03347,-0.67782,-0.691153,-0.92528,0.816333,-0.960484,-0.164698,-0.069971,0.113147,-0.429785,-0.221037,0.755449,0.453013,-0.678336,0.20168,0.859685,0
-0.161853,-0.73778,0.222022,-0.147306,0.098003,0.540198,0.472584,-0.748116,0.302627,0.947857,0.510967,0.615132,0.108593,-0.286378,0.953281,-0.787871,0.780011,0.365501,-0.625564,0.161622,0
-0.191257,-0.519028,-0.392654,0.690608,0.552103,-0.976681,0.973588,-0.287422,-0.88706,-0.338279,-0.80907,0.27539,0.806192,-0.01787,0.228556,-0.404599,-0.012435,-0.181764,0.218672,-0.627027,1
-0.235789,-0.933386,0.683602,-0.124487,0.163858,0.297373,0.800354,0.8777,0.708015,0.231425,-0.799973,0.964567,0.016526,-0.27225,0.887337,-0.068349,-0.93516,0.308773,0.265902,-0.942607,1
0.02207,-0.550717,0.967853,0.876535,-0.782997,0.864042,-0.788313,-0.250763,0.710879,-0.148476,-0.249787,0.999172,0.199915,-0.614005,0.120791,-0.315129,-0.472838,0.097379,-0.127011,0.172108,1
-0.047551,0.538152,0.724146,0.591112,-0.489215,-0.791232,-0.81876,-0.009058,0.283754,0.697864,-0.932155,0.544339,-0.784937,0.990781,-0.392163,0.509916,-0.779451,-0.490306,-0.757075,-0.175453,1
-0.225416,-0.229097,0.198956,-0.82267,-0.101019,0.679624,-0.033666,-0.792479,-0.46289,0.429855,-0.677204,-0.927643,-0.334901,0.736681,0.302164,-0.953323,-0.826364,0.700638,-0.399409,0.044806,0
